CODIGO;NOMBRE;Impuesto;grupo;TCPROM_INV_Sin_Iva;TCPROM_INV;ULT_PRE_COMPRA_Sin_Iva;ULT_PRE_COMPRA;PRECIO_1_Sin_Iva;PRECIO_2_Sin_Iva;PRECIO_3_Sin_Iva;PRECIO_4_Sin_Iva;PRECIO_5_Sin_Iva;PRECIO_6_Sin_Iva;PRECIO_1;PRECIO_2;PRECIO_3;PRECIO_4;PRECIO_5;PRECIO_6;UBICACION;Estado_Plu;Referencia;SubcategoriaCD;Subcategoria;CategoriaCD;Categoria;LineaCD;Linea;Marca;Cumulative Count
9613;SH MUSS HIDRATACION INTENSA  X 400 ml;19.0000;01;12605;15000;;;15042.01680672;16386.55462185;12605.04201681;;;;17900.0000;19500.0000;15000.0000;;;;7-B2-2;ACTIVO;;;;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;MUSS;1
9612;TINTURA BESUAN KIT RUBIO EXTRACLARO 9-9;19.0000;68;8228;9791;8228;9791;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;BESUAN;1
9611;TINTURA BESUAN KIT RUBIO OSCURO ROJIZO 6-7;19.0000;68;8724;10381;9076;10800;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;BESUAN;1
9610;TINTURA BESUAN KIT NACAR 8-2;19.0000;68;8228;9791;8228;9791;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;BESUAN;1
9609;TINTURA BESUAN KIT RUBIO EXTRACLARO 9-01;19.0000;68;8228;9791;8228;9791;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;BESUAN;1
9608;TINTURA BESUAN KIT METAL COBRIZO 7-73;19.0000;68;8906;10598;9076;10800;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;;;;;;;;1
9607;TINTURA BESUAN KIT RUBIO OSCURO ROJO 6-77;19.0000;68;8536;10158;9076;10800;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;BESUAN;1
9606;TINTURA BESUAN KIT RUBIO CLARO CENIZA 8-1;19.0000;68;8228;9792;8229;9792;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;BESUAN;1
9605;TINTURA BESUAN KIT GRIS MATIZANTE M-10;19.0000;68;8168;9720;8168;9720;10672.26890756;10504.20168067;9075.63025210;;;;12700.0000;12500.0000;10800.0000;;;;5-A4-1;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;BESUAN;1
9604;MATIZANTE PROKAPIL POTE X 300 - COBRE - DORADO;19.0000;54;17596;20939;17691;21052;20924.36974790;21008.40336134;17871.42857143;;;;24900.0000;25000.0000;21267.0000;;;;;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;PROKPIL;1
9603;TINTURA NOUVELLE RUBIO CLARISIMO CENIZA 9-1;19.0000;0;12952;15413;12952;15413;15957.98319328;16806.72268908;12952.10084034;;;;18990.0000;20000.0000;15413.0000;;;;5-A6-2;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;NOUVELLE;1
9602;TINTURA NOUVELLE CANELA 7-32 7TPI;19.0000;0;12952;15413;12952;15413;15957.98319328;16806.72268908;12952.10084034;;;;18990.0000;20000.0000;15413.0000;;;;;ACTIVO;;2120;SEMI/PERMANENTES;9621;COLORACION;96;CUIDADO CAPILAR Y ACCESORIOS;NOUVELLE;1
9601;DES DOVE AEROSOL DAMA COCO X 250 ml //;19.0000;01;12016;14299;12016;14299;14705.88235294;14705.88235294;12605.04201681;;;;17500.0000;17500.0000;15000.0000;;;;6-A6-1;ACTIVO;;;;40614;DESODORANTES;406;CUIDADO CORPORAL;DOVE;1
9600;DES DOVE AEROSOL MEN MINERALS SAGE X 250 ml //;19.0000;01;11933;14200;11933;14200;13865.54621849;14705.88235294;11932.77310924;;;;16500.0000;17500.0000;14200.0000;;;;6-A7-4;ACTIVO;;;;;;;;;1
9599;LIP BALM GIRLY X 10 ml CARAMEL;19.0000;27;16633;19794;16639;19800;20756.30252101;21848.73949580;16638.65546218;;;;24700.0000;26000.0000;19800.0000;;;;;ACTIVO;;;;;;;;;1
9598;LIP BALM GIRLY X 10 ml CHERRY;19.0000;27;16628;19788;16639;19800;20756.30252101;21848.73949580;16638.65546218;;;;24700.0000;26000.0000;19800.0000;;;;;ACTIVO;;;;;;;;;1
9597;BRILLO PARA LABIOS ATENEA SHELL - CORAL;19.0000;35;16807;20000;16807;20000;21008.40336134;22689.07563025;16806.72268908;;;;25000.0000;27000.0000;20000.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
9596;DES REXONA AEROSOL DAMA BIORYTHM X 200 //;19.0000;01;10306;12264;10306;12264;11764.70588235;13445.37815126;10306.72268908;;;;14000.0000;16000.0000;12265.0000;;;;6-A7-2;ACTIVO;;;;40614;DESODORANTES;406;CUIDADO CORPORAL;REXONA;1
9595;DES REXONA BARRA MEN COBALT X 50 g //;19.0000;01;10294;12250;;;12100.84033613;13025.21008403;10294.11764706;;;;14400.0000;15500.0000;12250.0000;;;;6-A6-10;ACTIVO;;;;40614;DESODORANTES;406;CUIDADO CORPORAL;REXONA;1
9594;TALC JOHNSON BLANCO  X 300 g //;19.0000;01;0;0;;;11764.70588235;12605.04201681;9915.96638655;;;;14000.0000;15000.0000;11800.0000;;;;;INACTIVO;;;;;;;;;1
9593;TRAT LEHIT SOBRE X 30 G CARBON ACTIVADO;19.0000;55;1762;2097;1762;2097;2058.82352941;2521.00840336;1762.18487395;;;;2450.0000;3000.0000;2097.0000;;;;8-A3-4;ACTIVO;;;;;;;;;1
9592;ESPUMA AFEITAR BARBASOL X 283 g MORADO;19.0000;01;10924;13000;10924;13000;12773.10924370;13445.37815126;10924.36974790;;;;15200.0000;16000.0000;13000.0000;;;;;ACTIVO;;;;;;;;;1
9591;ESPUMA AFEITAR BARBASOL X 283 g VERDE;19.0000;01;10924;13000;10924;13000;12773.10924370;13445.37815126;10924.36974790;;;;15200.0000;16000.0000;13000.0000;;;;;ACTIVO;;;;;;;;;1
9590;ESPUMA AFEITAR BARBASOL X 283 g ROJA;19.0000;01;10924;13000;10924;13000;12773.10924370;13445.37815126;10924.36974790;;;;15200.0000;16000.0000;13000.0000;;;;;ACTIVO;;;;;;;;;1
9589;ACOND SAVITAL DISPLEY X 20  MULTI VITAMINAS;19.0000;01;11680;13899;11680;13899;13781.51260504;13781.51260504;11680.67226891;;;;16400.0000;16400.0000;13900.0000;;;;7-B4-1;ACTIVO;;1420;BALSAMOS ACONDICIONADORES;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;SAVITAL;1
9588;CREM PEINAR SAVITAL DISPLAY X 20 MULTI OLEOS;19.0000;01;11680;13899;;;13781.51260504;13781.51260504;11680.67226891;;;;16400.0000;16400.0000;13900.0000;;;;;ACTIVO;;1440;CREMAS PARA PEINAR;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;SAVITAL;1
9587;RUBOR LIQUIDO MONTOC NOSTALGIC  X 10 BOWER;19.0000;15;13613;16200;13613;16200;17647.05882353;19327.73109244;13613.44537815;;;;21000.0000;23000.0000;16200.0000;;;;;ACTIVO;;;;;;;;;1
9586;LIPPIE BOOSTER MONTOC CHERRY;19.0000;15;8571;10200;8571;10200;10420.16806723;11344.53781513;8571.42857143;;;;12400.0000;13500.0000;10200.0000;;;;;ACTIVO;;;;;;;;;1
9585;CREMA DE MANOS EXFOLIANTE WILDLIFE X 900 g sandia;19.0000;01;8151;9700;8151;9700;9579.83193277;10420.16806723;8151.26050420;;;;11400.0000;12400.0000;9700.0000;;;;2-A3-6;ACTIVO;;;;40613;CREMAS DE MANOS Y CORPORAL;406;CUIDADO CORPORAL;;1
9584;DELINEADOR BARDOT LIQUIDO RUBI;19.0000;11;3806;4529;3806;4529;4621.84873950;5462.18487395;3805.88235294;;;;5500.0000;6500.0000;4529.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
9583;DELINEADOR BARDOT LIQUIDO BLANCO;19.0000;11;3878;4615;3939;4687;4621.84873950;5462.18487395;3938.65546218;;;;5500.0000;6500.0000;4687.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
9581;DES SPEED STICK BARRA IRISH SPRING X 50 g //;19.0000;01;6553;7798;6555;7800;7815.12605042;8823.52941176;6512.60504202;;;;9300.0000;10500.0000;7750.0000;;;;6-A7-6;ACTIVO;;;;;;;;;1
9580;AMBIENTADOR GLADE AEROSOL X 400 ml MANZANA Y CANELA;19.0000;01;7143;8500;7143;8500;8403.36134454;9243.69747899;7142.85714286;;;;10000.0000;11000.0000;8500.0000;;;;;ACTIVO;;;;40440;AMBIENTADORES;404;DESECHABLES Y AEROSOLES;GLADE;1
9579;LIP COMFORT MONTOC #200;19.0000;15;12101;14400;12101;14400;15882.35294118;17647.05882353;12100.84033613;;;;18900.0000;21000.0000;14400.0000;;;;;ACTIVO;;;;;;;;;1
9578;LIP COMFORT MONTOC #400;19.0000;15;12101;14400;12101;14400;15882.35294118;17647.05882353;12100.84033613;;;;18900.0000;21000.0000;14400.0000;;;;;ACTIVO;;;;;;;;;1
9577;GOMINA ROLDA TRADICIONAL X 120 g ROJO;19.0000;75;2482;2954;2560;3046;3025.21008403;3781.51260504;2559.66386555;;;;3600.0000;4500.0000;3046.0000;;;;;ACTIVO;;;;9617;MODELADORES DE CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
9576;RUBOR RAQUEL MINERAL TIERRA INDIA  8;19.0000;24;4421;5261;4445;5289;5714.28571429;6302.52100840;4710.92436975;;;;6800.0000;7500.0000;5606.0000;;;;;ACTIVO;;;;;;;;;1
9575;RUBOR RAQUEL MINERAL CORALINO 5;19.0000;24;4618;5496;4711;5606;5714.28571429;6302.52100840;4710.92436975;;;;6800.0000;7500.0000;5606.0000;;;;;ACTIVO;;;;;;;;;1
9574;GEL PARA DUCHA AMALFI X 750 ml  MORA;19.0000;01;8361;9950;;;9831.93277311;10924.36974790;8361.34453782;;;;11700.0000;13000.0000;9950.0000;;;;;ACTIVO;;1230;JABON LIQUIDOS;40612;JABONES DE TOCADOR;406;CUIDADO CORPORAL;AMALFI;1
9573;PERFUME PARA EL CABELLO ANYELUZ X 100 ml ROSADO;19.0000;28;33613;39999;33613;39999;42016.80672269;43697.47899160;33613.44537815;;;;50000.0000;52000.0000;40000.0000;;;;;ACTIVO;;;;;;;;ANYELUZ;1
9572;TINTA  PARA LABIOS RAQUEL EXOTICO;19.0000;24;7576;9015;7851;9343;9495.79831933;9663.86554622;7851.26050420;;;;11300.0000;11500.0000;9343.0000;;;;;ACTIVO;;;;;;;;;1
9571;LACA KLEER LAC COJIN x 150 ml NARANJA;19.0000;45;4729;5628;4892;5822;5714.28571429;5882.35294118;4892.43697479;;;;6800.0000;7000.0000;5822.0000;;;;;ACTIVO;;;;9617;MODELADORES DE CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;KLEER LAC;1
9570;RUBOR RUBY ROSE CHEEK TO CHEEK HB-6116 STRAWBERRY PIE;19.0000;12;9845;11716;9845;11716;12016.80672269;12605.04201681;10120.16806723;;;;14300.0000;15000.0000;12043.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;RUBY ROSE;1
9569;CORRECTOR RUBY ROSE FLAWLESS BH-8080 CHOCOLATE 1;19.0000;12;8007;9528;;;10252.10084034;10924.36974790;8007.56302521;;;;12200.0000;13000.0000;9529.0000;;;;;ACTIVO;;510;BASE;6405;MAQUILLAJE;64;COSMETICOS;RUBY ROSE;1
9568;SH PANTENE X 100 ml RIZOS;19.0000;01;3463;4121;3445;4100;4117.64705882;4453.78151261;3445.37815126;;;;4900.0000;5300.0000;4100.0000;;;;7-B2-3;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;PANTENE;1
9567;SH HEADE SHOULDRES X 90 MINI MEN;19.0000;01;3445;4100;3445;4100;4117.64705882;4621.84873950;3445.37815126;;;;4900.0000;5500.0000;4100.0000;;;;7-B2-4;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;HYS;1
9566;SH DOVE TIRA X 24 HIDRATACION + VITAMINAS;19.0000;01;14957;17799;;;17815.12605042;17815.12605042;14957.98319328;;;;21200.0000;21200.0000;17800.0000;;;;7-B2-7;ACTIVO;;;;;;;;;1
9565;POLVO NAILEN FILTRO SOLAR TONO 06;19.0000;13;6409;7627;6409;7627;8151.26050420;8403.36134454;6933.61344538;;;;9700.0000;10000.0000;8251.0000;;;;1-B3-5;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;NAILEN;1
9564;ACOND PANTENE x 400 ml BAMBU;19.0000;01;11738;13969;11681;13900;14033.61344538;15126.05042017;12016.80672269;;;;16700.0000;18000.0000;14300.0000;;;;7-B4-3;ACTIVO;;;;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;PANTENE;1
9563;ACOND PANTENE x 400 ml FUERZA;19.0000;01;12016;14299;;;14033.61344538;15126.05042017;12016.80672269;;;;16700.0000;18000.0000;14300.0000;;;;7-B4-3;ACTIVO;;;;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;PANTENE;1
9562;ACOND PANTENE x 400 ml CONTROL CAIDA;19.0000;01;12016;14299;;;14033.61344538;15126.05042017;12016.80672269;;;;16700.0000;18000.0000;14300.0000;;;;7-B4-3;ACTIVO;;;;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;PANTENE;1
9561;DELINEADOR DE OJOS SAMY EYELINER NEGRO;19.0000;10;5435;6468;5443;6477;6050.42016807;6722.68907563;5442.85714286;;;;7200.0000;8000.0000;6477.0000;;;;;ACTIVO;;;;;;;;;1
9560;DELINEADOR DE OJOS SAMY EYELINER BEIGE;19.0000;10;4993;5942;4993;5942;5630.25210084;6722.68907563;4993.27731092;;;;6700.0000;8000.0000;5942.0000;;;;;ACTIVO;;;;;;;;;1
9559;SH PANTENE X 400 FUERZA;19.0000;01;12503;14879;12503;14879;14537.81512605;15546.21848739;12503.36134454;;;;17300.0000;18500.0000;14879.0000;;;;7-B2-4;ACTIVO;;;;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;PANTENE;1
9558;JABON DOVE EXFOLIACION SUAVE X 90 grm;19.0000;01;2605;3100;;;3193.27731092;3361.34453782;2605.04201681;;;;3800.0000;4000.0000;3100.0000;;;;;ACTIVO;;1221;JABON ANTIBACTERIALES/MEDICADO;40612;JABONES DE TOCADOR;406;CUIDADO CORPORAL;DOVE;1
9557;JABON DOVE ORIGINAL  X 90 grm;19.0000;01;2773;3300;2773;3300;3277.31092437;3361.34453782;2773.10924370;;;;3900.0000;4000.0000;3300.0000;;;;3-B6-7;ACTIVO;;;;40612;JABONES DE TOCADOR;406;CUIDADO CORPORAL;DOVE;1
9556;JABON INTIMO NOSOTRAS X 200 ml AGUA ACEITE ESENCIAL;19.0000;01;7310;8699;;;8403.36134454;9243.69747899;7310.92436975;;;;10000.0000;11000.0000;8700.0000;;;;;ACTIVO;;;;40620;CUIDADO INTIMO;406;CUIDADO CORPORAL;NOSOTRAS;1
9555;CREM PEINAR SAVITAL X 270 COMPLEJO HIALURONICO;19.0000;01;7897;9397;7647;9100;9831.93277311;10504.20168067;8403.36134454;;;;11700.0000;12500.0000;10000.0000;;;;8-A2-6;ACTIVO;;;;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;SAVITAL;1
9554;CREM PEINAR SAVITAL X 95 COMPLEJO HIALURONICO;19.0000;01;2061;2452;2031;2417;2521.00840336;2941.17647059;2100.84033613;;;;3000.0000;3500.0000;2500.0000;;;;;ACTIVO;;1440;CREMAS PARA PEINAR;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;SAVITAL;1
9553;GUANTE DE VINILO X 50 PARES TALLA L;19.0000;45;10756;12800;10756;12800;14117.64705882;15126.05042017;10756.30252101;;;;16800.0000;18000.0000;12800.0000;;;;;ACTIVO;;5821;GUANTES INDUSTRIALES;40558;GUANTES;405;LIMPIADORES E IMPLEMENTOS ASEO;PROLATEX;1
9552;GUANTE DE VINILO X 50 PARES TALLA M;19.0000;45;10175;12109;10084;12000;14117.64705882;15126.05042017;10756.30252101;;;;16800.0000;18000.0000;12800.0000;;;;;ACTIVO;;5821;GUANTES INDUSTRIALES;40558;GUANTES;405;LIMPIADORES E IMPLEMENTOS ASEO;PROLATEX;1
9551;GUANTE NITRILO AZUL X 50 PARES TALLA S;19.0000;45;13277;15800;13277;15800;16386.55462185;17226.89075630;13949.57983193;;;;19500.0000;20500.0000;16600.0000;;;;;ACTIVO;;5821;GUANTES INDUSTRIALES;40558;GUANTES;405;LIMPIADORES E IMPLEMENTOS ASEO;PROLATEX;1
9550;GUANTE NITRILO AZUL X 50 PARES TALLA L;19.0000;45;13862;16496;13950;16600;16386.55462185;17226.89075630;13949.57983193;;;;19500.0000;20500.0000;16600.0000;;;;;ACTIVO;;5821;GUANTES INDUSTRIALES;40558;GUANTES;405;LIMPIADORES E IMPLEMENTOS ASEO;PROLATEX;1
9549;GUANTE NITRILO NEGRO X 50 PARES TALLA L;19.0000;45;14118;16800;14118;16800;17563.02521008;18067.22689076;14957.98319328;;;;20900.0000;21500.0000;17800.0000;;;;;ACTIVO;;5821;GUANTES INDUSTRIALES;40558;GUANTES;405;LIMPIADORES E IMPLEMENTOS ASEO;PROLATEX;1
9548;GUANTE NITRILO NEGRO X 50 PARES TALLA  M;19.0000;45;14956;17797;14958;17800;17563.02521008;18067.22689076;14957.98319328;;;;20900.0000;21500.0000;17800.0000;;;;;ACTIVO;;5821;GUANTES INDUSTRIALES;40558;GUANTES;405;LIMPIADORES E IMPLEMENTOS ASEO;PROLATEX;1
9547;CREM PEINAR SAVITAL X 95 MULTIVITAMINAS;19.0000;01;2066;2458;2031;2417;2521.00840336;2941.17647059;2100.84033613;;;;3000.0000;3500.0000;2500.0000;;;;;ACTIVO;;1440;CREMAS PARA PEINAR;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;SAVITAL;1
9546;SOMBRA SAMY TRIO 4 g #11 VINO BRILLANTE;19.0000;10;5333;6346;5333;6346;5966.38655462;6722.68907563;5333.61344538;;;;7100.0000;8000.0000;6347.0000;;;;;ACTIVO;;530;SOMBRA;6405;MAQUILLAJE;64;COSMETICOS;SAMY;1
9545;TRAT LEHIT POTE X 300 CEBOLLA;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9544;LABIAL SAMY HUMECTANTE 032;19.0000;10;3594;4277;3634;4324;4033.61344538;4621.84873950;3633.61344538;;;;4800.0000;5500.0000;4324.0000;;;;1-B3-4;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;SAMY;1
9543;SH LEHIT X 300 8 EN 1;19.0000;55;11954;14225;11954;14225;14033.61344538;15126.05042017;11953.78151261;;;;16700.0000;18000.0000;14225.0000;;;;7-B3-4;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9542;TRAT LEHIT POTE X 300 EMBRION VEGETAL;19.0000;55;15336;18250;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9541;TRAT LEHIT POTE X 300 ARGAN;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9540;TRAT LEHIT POTE X 300 GUSANO DE SEDA;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9539;TRAT LEHIT POTE X 300 COCO;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9538;TRAT LEHIT POTE X 300 CERVEZA;19.0000;55;15336;18250;15336;18250;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9537;TRAT LEHIT POTE X 300 LECHE;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9536;TRAT LEHIT POTE X 300 ACIDO HIALURONICO;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;;;;;;;;1
9535;TRAT LEHIT POTE X 300 8 EN 1;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9534;TRAT LEHIT POTE X 300 CELULAS MADRES;19.0000;55;15337;18251;15337;18251;18067.22689076;19327.73109244;15336.97478992;;;;21500.0000;23000.0000;18251.0000;;;;8-A4-2;ACTIVO;;1530;TRATAMIENTOS CAPILARES;9615;TRATAMIENTO CAPILAR;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9533;SH LEHIT X 300 COCO;19.0000;55;11954;14225;11954;14225;14033.61344538;15126.05042017;11953.78151261;;;;16700.0000;18000.0000;14225.0000;;;;7-B3-4;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9532;SH LEHIT X 300 18 EN 1;19.0000;55;11954;14225;11954;14225;14033.61344538;15126.05042017;11953.78151261;;;;16700.0000;18000.0000;14225.0000;;;;7-B3-4;ACTIVO;;;;;;;;;1
9531;SH LEHIT X 300 LECHE;19.0000;55;11954;14225;11954;14225;14033.61344538;15126.05042017;11953.78151261;;;;16700.0000;18000.0000;14225.0000;;;;7-B3-4;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9530;SH LEHIT X 300 CERVEZA;19.0000;55;11954;14225;11954;14225;14033.61344538;15126.05042017;11953.78151261;;;;16700.0000;18000.0000;14225.0000;;;;7-B3-4;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9529;SH LEHIT X 300 EMBRION VEGETAL;19.0000;55;11953;14224;11953;14224;14033.61344538;15126.05042017;11953.78151261;;;;16700.0000;18000.0000;14225.0000;;;;7-B3-4;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9528;SH LEHIT X 300 GUSANO DE SEDA;19.0000;55;11954;14225;11954;14225;14033.61344538;15126.05042017;11953.78151261;;;;16700.0000;18000.0000;14225.0000;;;;7-B3-4;ACTIVO;;1310;SHAMPOO 1 EN 1;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;LEHIT;1
9527;LAPIZ SAMY DELINEADOR PROFESIONAL #06 DARK BROWN;19.0000;10;4402;5238;4425;5266;4957.98319328;5042.01680672;4425.21008403;;;;5900.0000;6000.0000;5266.0000;;;;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;SAMY;1
9526;BASE LIQUIDA SAMY GO BRIGHT 30 ml # 0.0 FAIR;19.0000;10;19118;22750;;;21680.67226891;23529.41176471;19118.48739496;;;;25800.0000;28000.0000;22751.0000;;;;;ACTIVO;;510;BASE;6405;MAQUILLAJE;64;COSMETICOS;SAMY;1
9525;POLVO SUELTO LILA ELAYA E061;19.0000;37;8235;9800;8235;9800;10252.10084034;11092.43697479;8235.29411765;;;;12200.0000;13200.0000;9800.0000;;;;;ACTIVO;;;;;;;;;1
9524;SH HEADE SHOULDERS X 375 ml CRECE FUERTE;19.0000;01;12464;14833;12503;14879;14285.71428571;15126.05042017;12503.36134454;;;;17000.0000;18000.0000;14879.0000;;;;7-B2-4;ACTIVO;;;;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;HYS;1
9523;SH DOVE X 370 ml ALIVIO PICAZON;19.0000;01;9831;11699;;;11512.60504202;12605.04201681;9831.93277311;;;;13700.0000;15000.0000;11700.0000;;;;7-B2-4;ACTIVO;;;;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;DOVE;1
9522;GOMINA EGO DISPLEY EXTREME MAX  X80 ml;19.0000;0;1612;1919;1661;1977;1806.72268908;1932.77310924;1554.62184874;;;;2150.0000;2300.0000;1850.0000;;;;;ACTIVO;;1720;GELS;9617;MODELADORES DE CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;EGO;1
